pokedex_number,name_en,name_ko,generation,status,category,is_paldean,is_hisuian,is_galarian,is_alolan,is_mega,is_gigantamax,has_forms,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_number,egg_type_1,egg_type_2,shape,pokedex_color,image_path
236,tyrogue,배루키,2,일반,싸움포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,0.7,21,3,근성,불굴의마음,의기양양,210,35,35,35,35,35,35,2,1,알미발견,,인간형,보라,
237,hitmontop,카포에라,2,일반,물구나무포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,1.4,48,3,위협,테크니션,불굴의마음,455,50,95,95,35,110,70,2,1,인간형,,이족꼬리형,갈색,
238,smoochum,뽀뽀라,2,일반,뽀뽀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,얼음,에스퍼,0.4,6,3,둔감,예지몽,촉촉바디,305,45,30,15,85,65,65,2,1,알미발견,,인간형,담홍,
239,elekid,에레키드,2,일반,전류포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,0.6,23.5,2,정전기,,의기양양,360,45,63,37,65,55,95,2,1,알미발견,,인간형,노랑,
240,magby,마그비,2,일반,불씨포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,0.7,21.4,2,불꽃몸,,의기양양,365,45,75,37,70,55,83,2,1,알미발견,,이족꼬리형,빨강,
241,miltank,밀탱크,2,일반,젖소포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.2,75.5,3,두꺼운지방,배짱,초식,490,95,80,105,40,70,100,1,1,육상,,이족꼬리형,담홍,
242,blissey,해피너스,2,일반,행복포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.5,46.8,3,자연회복,하늘의은총,치유의마음,540,255,10,10,75,135,55,3,1,요정,,인간형,담홍,
243,raikou,라이코,2,준전설,우뢰포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,1.9,178,2,프레셔,,정신력,580,90,85,75,115,100,115,1,1,알미발견,,사족형,노랑,
244,entei,앤테이,2,준전설,화산포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,2.1,198,2,프레셔,,정신력,580,115,115,85,90,75,100,1,1,알미발견,,사족형,갈색,
245,suicune,스이쿤,2,준전설,오로라포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,2,187,2,프레셔,,정신력,580,100,75,115,90,115,85,1,1,알미발견,,사족형,파랑,
246,larvitar,애버라스,2,일반,바위표면포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,땅,0.6,72,2,근성,,모래숨기,300,50,64,50,45,50,41,1,1,괴수,,이족꼬리형,초록,
247,pupitar,데기라스,2,일반,탄환포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,땅,1.2,152,1,탈피,,,410,70,84,70,65,70,51,1,1,괴수,,뱀형,회색,
248,tyranitar,마기라스,2,일반,갑옷포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,악,2,202,2,모래날림,,긴장감,600,100,134,110,95,100,61,1,1,괴수,,이족꼬리형,초록,
248,tyranitar-mega,메가마기라스,2,일반,갑옷포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,바위,악,2.5,255,1,모래날림,,,700,100,164,150,95,120,71,1,1,괴수,,이족꼬리형,초록,
249,lugia,루기아,2,전설,잠수포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,비행,5.2,216,2,프레셔,,멀티스케일,680,106,90,130,90,154,110,1,1,알미발견,,단익형,하양,
250,ho-oh,칠색조,2,전설,무지개색포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,비행,3.8,199,2,프레셔,,재생력,680,106,130,90,110,154,90,1,1,알미발견,,단익형,빨강,
251,celebi,세레비,2,환상,시간이동포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,풀,0.6,5,1,자연회복,,,600,100,100,100,100,100,100,4,1,알미발견,,인간형,초록,
252,treecko,나무지기,3,일반,숲도마뱀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.5,5,2,심록,,곡예,310,40,45,35,65,55,70,4,2,괴수,드래곤,이족꼬리형,초록,
253,grovyle,나무돌이,3,일반,숲도마뱀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.9,21.6,2,심록,,곡예,405,50,65,45,85,65,95,4,2,괴수,드래곤,이족꼬리형,초록,
254,sceptile,나무킹,3,일반,밀림포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,1.7,52.2,2,심록,,곡예,530,70,85,65,105,85,120,4,2,괴수,드래곤,이족꼬리형,초록,
254,sceptile-mega,메가나무킹,3,일반,밀림포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,풀,드래곤,1.9,55.2,1,피뢰침,,,630,70,110,75,145,85,145,4,2,괴수,드래곤,이족꼬리형,초록,
255,torchic,아차모,3,일반,풋내기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,0.4,2.5,2,맹화,,가속,310,45,60,40,70,50,45,4,1,육상,,다리형,빨강,
256,combusken,영치코,3,일반,꼬마닭포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,격투,0.9,19.5,2,맹화,,가속,405,60,85,60,85,60,55,4,1,육상,,이족꼬리형,빨강,
257,blaziken,번치코,3,일반,맹화포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,격투,1.9,52,2,맹화,,가속,530,80,120,70,110,70,80,4,1,육상,,이족꼬리형,빨강,
257,blaziken-mega,메가번치코,3,일반,맹화포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,불꽃,격투,1.9,52,1,가속,,,630,80,160,80,130,80,100,4,1,육상,,이족꼬리형,빨강,
258,mudkip,물짱이,3,일반,늪물고기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,0.4,7.6,2,급류,,습기,310,50,70,50,50,50,40,4,2,괴수,수중 1,사족형,파랑,
259,marshtomp,늪짱이,3,일반,늪물고기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,땅,0.7,28,2,급류,,습기,405,70,85,70,60,70,50,4,2,괴수,수중 1,이족꼬리형,파랑,
260,swampert,대짱이,3,일반,늪물고기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,땅,1.5,81.9,2,급류,,습기,535,100,110,90,85,90,60,4,2,괴수,수중 1,이족꼬리형,파랑,
260,swampert-mega,메가대짱이,3,일반,늪물고기포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,물,땅,1.9,102,1,쓱쓱,,,635,100,150,110,95,110,70,4,2,괴수,수중 1,이족꼬리형,파랑,
261,poochyena,포챠나,3,일반,물어뜯기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,악,,0.5,13.6,3,도주,속보,주눅,220,35,55,35,30,30,35,2,1,육상,,사족형,회색,
262,mightyena,그라에나,3,일반,물어뜯기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,악,,1,37,3,위협,속보,자기과신,420,70,90,70,60,60,70,2,1,육상,,사족형,회색,
263,zigzagoon,지그제구리,3,일반,앙증너구리포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.4,17.5,3,픽업,먹보,속보,240,38,30,41,30,41,60,2,1,육상,,사족형,갈색,
263,zigzagoon-galarian,가라르지그제구리,3,일반,앙증너구리포켓몬,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,악,노말,0.4,17.5,3,픽업,먹보,속보,240,38,30,41,30,41,60,2,1,육상,,사족형,하양,
264,linoone,직구리,3,일반,돌진포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.5,32.5,3,픽업,먹보,속보,420,78,70,61,50,61,100,2,1,육상,,사족형,하양,
264,linoone-galarian,가라르직구리,3,일반,돌진포켓몬,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,악,노말,0.5,32.5,3,픽업,먹보,속보,420,78,70,61,50,61,100,2,1,육상,,사족형,하양,
265,wurmple,개무소,3,일반,애벌레포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.3,3.6,2,인분,,도주,195,45,45,35,20,30,20,2,1,벌레,,곤충형,빨강,
266,silcoon,실쿤,3,일반,번데기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.6,10,1,탈피,,,205,50,35,55,25,25,15,2,1,벌레,,머리형,하양,
267,beautifly,뷰티플라이,3,일반,나비포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,비행,1,28.4,2,벌레의알림,,투쟁심,395,60,70,50,100,50,65,2,1,벌레,,다익형,노랑,
268,cascoon,카스쿤,3,일반,번데기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.7,11.5,1,탈피,,,205,50,35,55,25,25,15,2,1,벌레,,머리형,보라,
269,dustox,독케일,3,일반,독나방포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,독,1.2,31.6,2,인분,,복안,385,60,50,70,50,90,65,2,1,벌레,,다익형,초록,
270,lotad,연꽃몬,3,일반,개구리밥포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,풀,0.5,2.6,3,쓱쓱,젖은접시,마이페이스,220,40,30,30,40,50,30,4,2,수중 1,식물,곤충형,초록,
271,lombre,로토스,3,일반,명랑함포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,풀,1.2,32.5,3,쓱쓱,젖은접시,마이페이스,340,60,50,50,60,70,50,4,2,수중 1,식물,인간형,초록,
272,ludicolo,로파파,3,일반,행복하기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,풀,1.5,55,3,쓱쓱,젖은접시,마이페이스,480,80,70,70,90,100,70,4,2,수중 1,식물,인간형,초록,
273,seedot,도토링,3,일반,도토리포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.5,4,3,엽록소,일찍기상,나쁜손버릇,220,40,40,50,30,30,30,4,2,육상,식물,다리형,갈색,
274,nuzleaf,잎새코,3,일반,꾀부리기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,악,1,28,3,엽록소,일찍기상,나쁜손버릇,340,70,70,40,60,40,60,4,2,육상,식물,인간형,갈색,
275,shiftry,다탱구,3,일반,부정하기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,악,1.3,59.6,3,엽록소,바람타기,나쁜손버릇,480,90,100,60,90,60,80,4,2,육상,식물,인간형,갈색,
276,taillow,테일로,3,일반,아기제비포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,비행,0.3,2.3,2,근성,,배짱,270,40,55,30,30,30,85,4,1,비행,,단익형,파랑,
277,swellow,스왈로,3,일반,제비포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,비행,0.7,19.8,2,근성,,배짱,455,60,85,60,75,50,125,4,1,비행,,단익형,파랑,
278,wingull,갈모매,3,일반,괭이갈매기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,비행,0.6,9.5,3,날카로운눈,촉촉바디,젖은접시,270,40,30,30,55,30,85,2,2,수중 1,비행,단익형,하양,
279,pelipper,패리퍼,3,일반,물새포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,비행,1.2,28,3,날카로운눈,잔비,젖은접시,440,60,50,100,95,70,65,2,2,수중 1,비행,단익형,노랑,
280,ralts,랄토스,3,일반,느낌포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,페어리,0.4,6.6,3,싱크로,트레이스,텔레파시,198,28,25,25,45,35,40,1,2,인간형,부정형,인간형,하양,
281,kirlia,킬리아,3,일반,감정포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,페어리,0.8,20.2,3,싱크로,트레이스,텔레파시,278,38,35,35,65,55,50,1,2,인간형,부정형,인간형,하양,
282,gardevoir,가디안,3,일반,포용포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,페어리,1.6,48.4,3,싱크로,트레이스,텔레파시,518,68,65,65,125,115,80,1,2,인간형,부정형,인간형,하양,
282,gardevoir-mega,메가가디안,3,일반,포용포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,에스퍼,페어리,1.6,48.4,1,페어리스킨,,,618,68,85,65,165,135,100,1,2,인간형,부정형,인간형,하양,
283,surskit,비구술,3,일반,소금쟁이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,물,0.5,1.7,2,쓱쓱,,젖은접시,269,40,30,32,50,52,65,2,2,수중 1,벌레,곤충형,파랑,
284,masquerain,비나방,3,일반,안구포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,비행,0.8,3.6,2,위협,,긴장감,454,70,60,62,100,82,80,2,2,수중 1,벌레,다익형,파랑,
285,shroomish,버섯꼬,3,일반,버섯포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.4,4.5,3,포자,포이즌힐,속보,295,60,40,60,40,60,35,6,2,요정,식물,다리형,갈색,
286,breloom,버섯모,3,일반,버섯포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,격투,1.2,39.2,3,포자,포이즌힐,테크니션,460,60,130,80,60,60,70,6,2,요정,식물,이족꼬리형,초록,
287,slakoth,게을로,3,일반,게으름뱅이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.8,24,1,게으름,,,280,60,60,60,35,35,30,1,1,육상,,사족형,갈색,
288,vigoroth,발바로,3,일반,성난원숭이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.4,46.5,1,의기양양,,,440,80,80,80,55,55,90,1,1,육상,,이족꼬리형,하양,
289,slaking,게을킹,3,일반,나태함포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,2,130.5,1,게으름,,,670,150,160,100,95,65,100,1,1,육상,,인간형,갈색,
290,nincada,토중몬,3,일반,신참포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,땅,0.5,5.5,2,복안,,도주,266,31,45,90,30,30,40,5,1,벌레,,곤충형,회색,
291,ninjask,아이스크,3,일반,시노비포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,비행,0.8,12,2,가속,,틈새포착,456,61,90,45,50,50,160,5,1,벌레,,다익형,노랑,
292,shedinja,껍질몬,3,일반,허물포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,고스트,0.8,1.2,1,불가사의부적,,,236,1,90,45,30,30,40,5,1,광물,,기둥형,갈색,
293,whismur,소곤룡,3,일반,속삭임포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.6,16.3,2,방음,,주눅,240,64,51,23,51,23,28,4,2,괴수,육상,이족꼬리형,담홍,
294,loudred,노공룡,3,일반,큰목소리포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1,40.5,2,방음,,배짱,360,84,71,43,71,43,48,4,2,괴수,육상,이족꼬리형,파랑,
295,exploud,폭음룡,3,일반,소음포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.5,84,2,방음,,배짱,490,104,91,63,91,73,68,4,2,괴수,육상,이족꼬리형,파랑,
296,makuhita,마크탕,3,일반,근성포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,1,86.4,3,두꺼운지방,근성,우격다짐,237,72,60,30,20,30,25,6,1,인간형,,인간형,노랑,
297,hariyama,하리뭉,3,일반,손바닥치기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,2.3,253.8,3,두꺼운지방,근성,우격다짐,474,144,120,60,40,60,50,6,1,인간형,,인간형,갈색,
298,azurill,루리리,3,일반,물방울포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,페어리,0.2,2,3,두꺼운지방,천하장사,초식,190,50,20,40,20,40,20,3,1,알미발견,,다리형,파랑,
299,nosepass,코코파스,3,일반,콤파스포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,바위,,1,97,3,옹골참,자력,모래의힘,375,30,45,135,45,90,30,2,1,광물,,인간형,회색,
300,skitty,에나비,3,일반,작은고양이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.6,11,3,헤롱헤롱바디,노말스킨,미라클스킨,260,50,45,45,35,35,50,3,2,육상,요정,사족형,담홍,
301,delcatty,델케티,3,일반,새침떼기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.1,32.6,3,헤롱헤롱바디,노말스킨,미라클스킨,400,70,65,65,55,55,90,3,2,육상,요정,사족형,보라,
302,sableye,깜까미,3,일반,어둠포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,고스트,0.5,11,3,날카로운눈,시간벌기,짓궂은마음,380,50,75,75,65,65,50,4,1,인간형,,인간형,보라,
302,sableye-mega,메가깜까미,3,일반,어둠포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,악,고스트,0.5,161,1,매직미러,,,480,50,85,125,85,115,20,4,1,인간형,,인간형,보라,
303,mawile,입치트,3,일반,배반포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,강철,페어리,0.6,11.5,3,괴력집게,위협,우격다짐,380,50,85,85,55,55,50,3,2,육상,요정,인간형,검정,
303,mawile-mega,메가입치트,3,일반,배반포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,강철,페어리,1,23.5,1,천하장사,,,480,50,105,125,55,95,50,3,2,육상,요정,인간형,검정,
304,aron,가보리,3,일반,철갑옷포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,강철,바위,0.4,60,3,옹골참,돌머리,헤비메탈,330,50,70,100,40,40,30,1,1,괴수,,사족형,회색,
305,lairon,갱도라,3,일반,철갑옷포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,강철,바위,0.9,120,3,옹골참,돌머리,헤비메탈,430,60,90,140,50,50,40,1,1,괴수,,사족형,회색,
306,aggron,보스로라,3,일반,철갑옷포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,강철,바위,2.1,360,3,옹골참,돌머리,헤비메탈,530,70,110,180,60,60,50,1,1,괴수,,이족꼬리형,회색,
306,aggron-mega,메가보스로라,3,일반,철갑옷포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,강철,,2.2,395,1,필터,,,630,70,140,230,60,80,50,1,1,괴수,,이족꼬리형,회색,
307,meditite,요가랑,3,일반,명상포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,격투,에스퍼,0.6,11.2,2,순수한힘,,텔레파시,280,30,40,55,40,55,60,2,1,인간형,,인간형,파랑,
308,medicham,요가램,3,일반,명상포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,격투,에스퍼,1.3,31.5,2,순수한힘,,텔레파시,410,60,60,75,60,75,80,2,1,인간형,,인간형,빨강,
308,medicham-mega,메가요가램,3,일반,명상포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,격투,에스퍼,1.3,31.5,1,순수한힘,,,510,60,100,85,80,85,100,2,1,인간형,,인간형,빨강,
309,electrike,썬더라이,3,일반,천둥번개포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,0.6,15.2,3,정전기,피뢰침,마이너스,295,40,45,40,65,40,65,1,1,육상,,사족형,초록,
310,manectric,썬더볼트,3,일반,방전포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,1.5,40.2,3,정전기,피뢰침,마이너스,475,70,75,60,105,60,105,1,1,육상,,사족형,노랑,
310,manectric-mega,메가썬더볼트,3,일반,방전포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,전기,,1.8,44,1,위협,,,575,70,75,80,135,80,135,1,1,육상,,사족형,노랑,
311,plusle,플러시,3,일반,응원포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,0.4,4.2,2,플러스,,피뢰침,405,60,50,40,85,75,95,2,1,요정,,이족꼬리형,노랑,
312,minun,마이농,3,일반,응원포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,0.4,4.2,2,마이너스,,축전,405,60,40,50,75,85,95,2,1,요정,,이족꼬리형,노랑,
313,volbeat,볼비트,3,일반,반딧불포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.7,17.7,3,발광,벌레의알림,짓궂은마음,430,65,73,75,47,85,85,5,2,벌레,인간형,이족꼬리형,회색,
314,illumise,네오비트,3,일반,반딧불포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.6,17.7,3,둔감,색안경,짓궂은마음,430,65,47,75,73,85,85,6,2,벌레,인간형,인간형,보라,
315,roselia,로젤리아,3,일반,가시포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,독,0.3,2,3,자연회복,독가시,리프가드,400,50,60,45,100,80,65,4,2,요정,식물,인간형,초록,
316,gulpin,꼴깍몬,3,일반,밥통포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,독,,0.4,10.3,3,해감액,점착,먹보,302,70,43,53,43,53,40,6,1,부정형,,팔형,초록,
317,swalot,꿀꺽몬,3,일반,독봉지포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,독,,1.7,80,3,해감액,점착,먹보,467,100,73,83,73,83,55,6,1,부정형,,팔형,보라,
318,carvanha,샤프니아,3,일반,사나움포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,악,0.8,20.8,2,까칠한피부,,가속,305,45,90,20,65,20,65,1,1,수중 2,,물고기형,빨강,
319,sharpedo,샤크니아,3,일반,난폭포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,악,1.8,88.8,2,까칠한피부,,가속,460,70,120,40,95,40,95,1,1,수중 2,,물고기형,파랑,
319,sharpedo-mega,메가샤크니아,3,일반,난폭포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,물,악,2.5,130.3,1,옹골찬턱,,,560,70,140,70,110,65,105,1,1,수중 2,,물고기형,파랑,
320,wailmer,고래왕자,3,일반,둥근고래포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,2,130,3,수의베일,둔감,프레셔,400,130,70,35,70,35,60,6,2,육상,수중 2,물고기형,파랑,
321,wailord,고래왕,3,일반,뜸고래포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,14.5,398,3,수의베일,둔감,프레셔,500,170,90,45,90,45,60,6,2,육상,수중 2,물고기형,파랑,
322,numel,둔타,3,일반,둔감포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,땅,0.7,24,3,둔감,단순,마이페이스,305,60,60,40,65,45,35,2,1,육상,,사족형,노랑,
323,camerupt,폭타,3,일반,분화포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,땅,1.9,220,3,마그마의무장,하드록,분노의경혈,460,70,100,70,105,75,40,2,1,육상,,사족형,빨강,
323,camerupt-mega,메가폭타,3,일반,분화포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,불꽃,땅,2.5,320.5,1,우격다짐,,,560,70,120,100,145,105,20,2,1,육상,,사족형,빨강,
324,torkoal,코터스,3,일반,석탄포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,0.5,80.4,3,하얀연기,가뭄,조가비갑옷,470,70,85,140,85,70,20,2,1,육상,,사족형,갈색,
325,spoink,피그점프,3,일반,튀다포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.7,30.6,3,두꺼운지방,마이페이스,먹보,330,60,25,35,70,80,60,3,1,육상,,팔형,검정,
326,grumpig,피그킹,3,일반,조작포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.9,71.5,3,두꺼운지방,마이페이스,먹보,470,80,45,65,90,110,80,3,1,육상,,이족꼬리형,보라,
327,spinda,얼루기,3,일반,얼룩팬더포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.1,5,3,마이페이스,갈지자걸음,심술꾸러기,360,60,60,60,60,60,60,3,2,육상,인간형,이족꼬리형,갈색,
328,trapinch,톱치,3,일반,개미지옥포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,땅,,0.7,15,3,괴력집게,개미지옥,우격다짐,290,45,100,45,45,45,10,4,2,벌레,드래곤,곤충형,갈색,
329,vibrava,비브라바,3,일반,진동포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,드래곤,1.1,15.3,1,부유,,,340,50,70,50,50,50,70,4,2,벌레,드래곤,다익형,초록,
330,flygon,플라이곤,3,일반,정령포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,드래곤,2,82,1,부유,,,520,80,100,80,80,80,100,4,2,벌레,드래곤,단익형,초록,
331,cacnea,선인왕,3,일반,선인장포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.4,51.3,2,모래숨기,,저수,335,50,85,40,85,40,35,4,2,식물,인간형,인간형,초록,
332,cacturne,밤선인,3,일반,허수아비포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,악,1.3,77.4,2,모래숨기,,저수,475,70,115,60,115,60,55,4,2,식물,인간형,인간형,초록,
